"Gene","Cerebrum","Cerebellum","Brainstem","Spinal cord","Kidney","Liver","Heart","Skeletal muscle","Adipose","Small intestine","Large intestine","Stomach","Placenta","Testis"
"Ndufb9",7943282347.24282,3981071705.53497,7943282347.24282,5011872336.27271,1995262314.96888,3981071705.53497,7943282347.24282,1258925411.79417,3981071705.53497,3162277660.16838,6309573444.80194,3162277660.16838,3981071705.53497,1995262314.96888
"Cox6c",19952623149.6888,15848931924.6111,25118864315.0958,6309573444.80194,63095734448.0194,12589254117.9417,12589254117.9417,3162277660.16838,7943282347.24282,25118864315.0958,19952623149.6888,12589254117.9417,7943282347.24282,1e+10
"Sod2",31622776601.6838,19952623149.6888,39810717055.3497,25118864315.0958,39810717055.3497,25118864315.0958,31622776601.6838,3981071705.53497,15848931924.6111,7943282347.24282,1e+10,1e+10,3981071705.53497,7943282347.24282
"Ndufb5",6309573444.80194,5011872336.27271,7943282347.24282,5011872336.27271,6309573444.80194,3162277660.16838,3981071705.53497,1995262314.96888,3981071705.53497,5011872336.27271,5011872336.27271,5011872336.27271,3162277660.16838,2511886431.50958
"Hadh",1584893192.46111,1258925411.79417,2511886431.50958,3162277660.16838,50118723362.7271,39810717055.3497,50118723362.7271,1258925411.79417,39810717055.3497,50118723362.7271,39810717055.3497,15848931924.6111,25118864315.0958,19952623149.6888
"Fech",398107170.553497,79432823.4724282,199526231.496888,501187233.627271,398107170.553497,2511886431.50958,1e+08,501187233.627271,1e+09,158489319.246111,199526231.496888,79432823.4724282,2511886431.50958,1995262314.96888
"Lias",6294627.05897083,6294627.05897083,39810717.0553497,6294627.05897083,6294627.05897083,6294627.05897083,6294627.05897083,12589254.1179417,158489319.246111,6294627.05897083,39810717.0553497,6294627.05897083,316227766.016838,6294627.05897083
"Nfs1",398107170.553497,1e+08,398107170.553497,199526231.496888,794328234.724282,199526231.496888,63095734.4480193,125892541.179417,316227766.016838,79432823.4724282,251188643.150958,199526231.496888,794328234.724282,794328234.724282
"Fdx1",39810717.0553497,39810717.0553497,1e+08,31622776.6016838,1584893192.46111,3981071705.53497,63095734.4480193,39810717.0553497,630957344.480194,630957344.480194,398107170.553497,1e+08,1258925411.79417,3162277660.16838
"Mrm1",1581138.83008419,1581138.83008419,1581138.83008419,3162277.66016838,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,15848931.9246111,15848931.9246111
"Mrps18a",63095734.4480193,7924465.96230557,25118864.3150958,15848931.9246111,7924465.96230557,125892541.179417,63095734.4480193,7924465.96230557,79432823.4724282,125892541.179417,398107170.553497,15848931.9246111,398107170.553497,50118723.3627272
"Malsu1",1e+07,2511886.43150958,1255943.21575479,1255943.21575479,1255943.21575479,6309573.44480193,1255943.21575479,1255943.21575479,1255943.21575479,7943282.34724282,50118723.3627272,1255943.21575479,19952623.1496888,1255943.21575479
"Gatb",19952623.1496888,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,2505936.16813636,19952623.1496888,19952623.1496888,2505936.16813636,2505936.16813636,5011872.33627272,2505936.16813636,1e+07
"Yars2",3971641.17362141,3971641.17362141,50118723.3627272,63095734.4480193,79432823.4724282,3971641.17362141,3971641.17362141,3971641.17362141,25118864.3150958,50118723.3627272,63095734.4480193,7943282.34724282,158489319.246111,63095734.4480193
"Fxn",1e+08,1e+08,316227766.016838,79432823.4724282,794328234.724282,630957344.480194,125892541.179417,79432823.4724282,63095734.4480193,158489319.246111,199526231.496888,79432823.4724282,251188643.150958,501187233.627271
"Idh3g",7943282347.24282,1995262314.96888,1e+10,2511886431.50958,6309573444.80194,501187233.627271,1e+10,1e+10,7943282347.24282,3981071705.53497,3981071705.53497,2511886431.50958,6309573444.80194,1e+09
"Mrps28",398107170.553497,316227766.016838,501187233.627271,199526231.496888,398107170.553497,251188643.150958,50118723.3627272,63095734.4480193,316227766.016838,316227766.016838,1e+09,125892541.179417,316227766.016838,158489319.246111
"Timm44",199526231.496888,39810717.0553497,63095734.4480193,316227766.016838,630957344.480194,630957344.480194,501187233.627271,158489319.246111,794328234.724282,794328234.724282,1258925411.79417,1e+09,1584893192.46111,1e+09
"Clpx",7943282.34724282,125892541.179417,158489319.246111,125892541.179417,1258925411.79417,1e+09,1e+07,398107170.553497,1258925411.79417,1e+07,1e+09,316227766.016838,398107170.553497,1e+09
"Mrpl3",79432823.4724282,25118864.3150958,63095734.4480193,15848931.9246111,199526231.496888,50118723.3627272,19952623.1496888,31622776.6016838,125892541.179417,199526231.496888,501187233.627271,7924465.96230557,501187233.627271,199526231.496888
"Mecr",630957344.480194,501187233.627271,1e+09,199526231.496888,3162277660.16838,1584893192.46111,398107170.553497,630957344.480194,7943282347.24282,794328234.724282,6309573444.80194,2511886431.50958,1995262314.96888,1584893192.46111
"Slc25a20",199526231.496888,199526231.496888,398107170.553497,501187233.627271,1995262314.96888,6309573444.80194,5011872336.27271,79432823.4724282,5011872336.27271,3162277660.16838,5011872336.27271,501187233.627271,1584893192.46111,2511886431.50958
"Slc25a4",158489319246.111,1e+11,251188643150.958,199526231496.888,1e+11,19952623149.6888,316227766016.838,125892541179.417,63095734448.0194,125892541179.417,1e+11,1e+11,1e+11,50118723362.7271
"Mtch2",5011872336.27271,1995262314.96888,2511886431.50958,7943282347.24282,6309573444.80194,7943282347.24282,3162277660.16838,501187233.627271,1e+10,19952623149.6888,1e+10,3981071705.53497,1e+10,31622776601.6838
"Pdk2",316227766.016838,79432823.4724282,125892541.179417,251188643.150958,398107170.553497,125892541.179417,630957344.480194,1e+09,794328234.724282,1e+09,316227766.016838,251188643.150958,7943282.34724282,158489319.246111
"Cox6b1",1e+10,6309573444.80194,12589254117.9417,3981071705.53497,25118864315.0958,1e+10,15848931924.6111,1995262314.96888,1e+10,19952623149.6888,12589254117.9417,1e+10,7943282347.24282,3162277660.16838
"Vdac1",39810717055.3497,19952623149.6888,31622776601.6838,25118864315.0958,31622776601.6838,7943282347.24282,31622776601.6838,1e+10,19952623149.6888,31622776601.6838,25118864315.0958,15848931924.6111,31622776601.6838,12589254117.9417
"Mrpl4",1e+08,31547867.2240096,63095734.4480193,1e+08,63095734.4480193,63095734.4480193,31547867.2240096,31547867.2240096,199526231.496888,199526231.496888,501187233.627271,31547867.2240096,1e+09,125892541.179417
"Mrps14",63095734.4480193,63095734.4480193,79432823.4724282,25118864.3150958,316227766.016838,63095734.4480193,5e+06,1e+07,50118723.3627272,125892541.179417,316227766.016838,19952623.1496888,316227766.016838,1e+08
"Hspa9",19952623149.6888,1e+10,25118864315.0958,25118864315.0958,125892541179.417,39810717055.3497,19952623149.6888,12589254117.9417,50118723362.7271,39810717055.3497,50118723362.7271,19952623149.6888,50118723362.7271,25118864315.0958
"Ndufa9",15848931924.6111,7943282347.24282,19952623149.6888,12589254117.9417,25118864315.0958,6309573444.80194,25118864315.0958,2511886431.50958,15848931924.6111,12589254117.9417,15848931924.6111,7943282347.24282,1e+10,5011872336.27271
"Ndufa2",6309573444.80194,3981071705.53497,6309573444.80194,2511886431.50958,7943282347.24282,2511886431.50958,3981071705.53497,501187233.627271,3162277660.16838,5011872336.27271,5011872336.27271,7943282347.24282,1584893192.46111,1258925411.79417
"Iscu",158489319.246111,158489319.246111,501187233.627271,501187233.627271,1e+09,316227766.016838,63095734.4480193,3162277.66016838,501187233.627271,158489319.246111,316227766.016838,79432823.4724282,398107170.553497,501187233.627271
"C1qbp",15848931924.6111,19952623149.6888,12589254117.9417,1e+10,1258925411.79417,6309573444.80194,1584893192.46111,1e+09,3981071705.53497,5011872336.27271,6309573444.80194,1995262314.96888,12589254117.9417,7943282347.24282
"Afg1l",25118864.3150958,15848931.9246111,7924465.96230557,25118864.3150958,7924465.96230557,7924465.96230557,125892541.179417,7924465.96230557,50118723.3627272,25118864.3150958,158489319.246111,158489319.246111,50118723.3627272,7924465.96230557
"Micos10",2511886431.50958,1995262314.96888,1995262314.96888,251188643.150958,1995262314.96888,630957344.480194,794328234.724282,39810717.0553497,1258925411.79417,1e+09,501187233.627271,794328234.724282,199526231.496888,158489319.246111
"Cox17",1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,1581138.83008419,3162277.66016838,1581138.83008419,79432823.4724282,39810717.0553497,1581138.83008419,1581138.83008419,125892541.179417,158489319.246111
"Uqcc1",794328234.724282,501187233.627271,1584893192.46111,630957344.480194,7924465.96230557,15848931.9246111,7924465.96230557,50118723.3627272,1e+08,79432823.4724282,158489319.246111,158489319.246111,316227766.016838,199526231.496888
"Mrpl33",63095734.4480193,39810717.0553497,50118723.3627272,1995262.31496888,25118864.3150958,79432823.4724282,997631.157484439,997631.157484439,15848931.9246111,50118723.3627272,997631.157484439,12589254.1179417,1e+08,79432823.4724282
"Acadl",1258925411.79417,316227766.016838,1258925411.79417,2511886431.50958,31622776601.6838,19952623149.6888,79432823472.4282,1e+10,19952623149.6888,15848931924.6111,6309573444.80194,25118864315.0958,12589254117.9417,1e+10
"Ndufs4",7943282347.24282,6309573444.80194,12589254117.9417,5011872336.27271,12589254117.9417,3162277660.16838,3981071705.53497,3162277660.16838,5011872336.27271,3162277660.16838,6309573444.80194,5011872336.27271,3162277660.16838,1995262314.96888
"Phb2",7943282347.24282,3162277660.16838,5011872336.27271,1e+10,12589254117.9417,12589254117.9417,7943282347.24282,630957344.480194,15848931924.6111,19952623149.6888,19952623149.6888,5011872336.27271,25118864315.0958,15848931924.6111
"Bckdhb",39810717.0553497,1e+08,158489319.246111,39810717.0553497,19905358.5276748,3162277660.16838,1258925411.79417,251188643.150958,3162277660.16838,19905358.5276748,158489319.246111,1584893192.46111,125892541.179417,316227766.016838
"Mrps12",125892541.179417,79432823.4724282,158489319.246111,50118723.3627272,12559432.1575479,125892541.179417,25118864.3150958,12559432.1575479,63095734.4480193,63095734.4480193,251188643.150958,31622776.6016838,316227766.016838,1e+08
"Mcat",5e+06,5e+06,5e+06,1e+07,158489319.246111,39810717.0553497,5e+06,12589254.1179417,251188643.150958,15848931.9246111,79432823.4724282,15848931.9246111,251188643.150958,316227766.016838
"Mrpl24",316227766.016838,199526231.496888,199526231.496888,39810717.0553497,1255943.21575479,158489319.246111,1e+08,2511886.43150958,158489319.246111,251188643.150958,501187233.627271,15848931.9246111,794328234.724282,63095734.4480193
"Mrpl13",501187233.627271,316227766.016838,630957344.480194,158489319.246111,630957344.480194,398107170.553497,125892541.179417,50118723.3627272,398107170.553497,316227766.016838,1584893192.46111,125892541.179417,630957344.480194,316227766.016838
"Pcca",3981071705.53497,3162277660.16838,3981071705.53497,3162277660.16838,63095734448.0194,12589254117.9417,3162277660.16838,3162277660.16838,25118864315.0958,2511886431.50958,1e+10,15848931924.6111,3162277660.16838,5011872336.27271
"Mrpl17",1e+08,79432823.4724282,158489319.246111,39810717.0553497,1e+08,158489319.246111,39810717.0553497,15848931.9246111,158489319.246111,251188643.150958,794328234.724282,31622776.6016838,316227766.016838,125892541.179417
"Aifm1",2511886431.50958,794328234.724282,2511886431.50958,2511886431.50958,25118864315.0958,15848931924.6111,5011872336.27271,3162277660.16838,1e+10,6309573444.80194,1e+10,12589254117.9417,7943282347.24282,5011872336.27271
"Cox4i1",25118864315.0958,19952623149.6888,39810717055.3497,19952623149.6888,63095734448.0194,19952623149.6888,31622776601.6838,6309573444.80194,12589254117.9417,25118864315.0958,39810717055.3497,31622776601.6838,19952623149.6888,31622776601.6838
"Ndufaf4",1e+09,630957344.480194,1e+09,501187233.627271,398107170.553497,1584893192.46111,501187233.627271,1e+08,316227766.016838,1e+08,501187233.627271,158489319.246111,125892541.179417,199526231.496888
"Slc25a35",25118864.3150958,1e+07,629462.705897083,629462.705897083,125892541.179417,629462.705897083,629462.705897083,1258925.41179417,794328234.724282,19952623.1496888,2511886431.50958,630957344.480194,1e+08,398107170.553497
"Dap3",63095734.4480193,39810717.0553497,63095734.4480193,158489319.246111,1e+09,158489319.246111,25118864.3150958,12589254.1179417,316227766.016838,1e+09,630957344.480194,199526231.496888,1e+09,251188643.150958
"Atp5c1",19952623149.6888,1e+10,19952623149.6888,25118864315.0958,15848931924.6111,12589254117.9417,25118864315.0958,1995262314.96888,15848931924.6111,25118864315.0958,15848931924.6111,12589254117.9417,19952623149.6888,7943282347.24282
"Slc25a11",15848931924.6111,1e+10,15848931924.6111,15848931924.6111,3981071705.53497,5011872336.27271,25118864315.0958,1995262314.96888,5011872336.27271,6309573444.80194,3981071705.53497,3981071705.53497,7943282347.24282,1995262314.96888
"Timm8b",251188643.150958,251188643.150958,251188643.150958,63095734.4480193,316227766.016838,501187233.627271,1e+07,5e+06,158489319.246111,398107170.553497,251188643.150958,316227766.016838,251188643.150958,398107170.553497
"Sdhaf1",63095734.4480193,50118723.3627272,1e+08,12589254.1179417,125892541.179417,5e+06,39810717.0553497,19952623.1496888,79432823.4724282,5e+06,125892541.179417,1e+07,25118864.3150958,31622776.6016838
"Mrpl15",1e+08,39810717.0553497,19952623.1496888,1e+08,199526231.496888,31622776.6016838,9976311.57484439,9976311.57484439,251188643.150958,251188643.150958,1258925411.79417,25118864.3150958,794328234.724282,251188643.150958
"Alas1",997631.157484439,997631.157484439,997631.157484439,997631.157484439,997631.157484439,125892541.179417,3981071.70553497,997631.157484439,31622776.6016838,997631.157484439,1995262.31496888,997631.157484439,15848931.9246111,997631.157484439
"Cmc2",15848931.9246111,12589254.1179417,1581138.83008419,6309573.44480193,1581138.83008419,39810717.0553497,3162277.66016838,1581138.83008419,31622776.6016838,1581138.83008419,31622776.6016838,7943282.34724282,39810717.0553497,15848931.9246111
"Pptc7",79432823.4724282,63095734.4480193,50118723.3627272,125892541.179417,12559432.1575479,12559432.1575479,39810717.0553497,25118864.3150958,12559432.1575479,12559432.1575479,39810717.0553497,12559432.1575479,79432823.4724282,398107170.553497
"Bckdk",1e+08,79432823.4724282,9976311.57484439,251188643.150958,251188643.150958,19952623.1496888,31622776.6016838,1e+08,501187233.627271,125892541.179417,316227766.016838,501187233.627271,501187233.627271,1e+08
"Txn2",199526231.496888,158489319.246111,158489319.246111,1e+08,630957344.480194,794328234.724282,50118723.3627272,25118864.3150958,398107170.553497,794328234.724282,398107170.553497,125892541.179417,630957344.480194,398107170.553497
"Suclg2",1e+08,1e+08,158489319.246111,398107170.553497,19952623149.6888,12589254117.9417,1258925411.79417,398107170.553497,3162277660.16838,7943282347.24282,12589254117.9417,6309573444.80194,2511886431.50958,3981071705.53497
"Mfn1",5e+06,1e+08,1e+08,25118864.3150958,79432823.4724282,5e+06,5e+06,79432823.4724282,31622776.6016838,5e+06,158489319.246111,1e+07,50118723.3627272,251188643.150958
"Ndufb6",7943282347.24282,5011872336.27271,1e+10,6309573444.80194,12589254117.9417,3162277660.16838,5011872336.27271,1584893192.46111,3981071705.53497,5011872336.27271,6309573444.80194,5011872336.27271,3162277660.16838,2511886431.50958
"Ndufa5",7943282347.24282,5011872336.27271,1e+10,3162277660.16838,12589254117.9417,5011872336.27271,3981071705.53497,1995262314.96888,3981071705.53497,5011872336.27271,5011872336.27271,5011872336.27271,2511886431.50958,2511886431.50958
"Mtx2",7943282347.24282,5011872336.27271,6309573444.80194,1995262314.96888,3981071705.53497,1995262314.96888,3981071705.53497,251188643.150958,1995262314.96888,794328234.724282,2511886431.50958,1258925411.79417,3162277660.16838,3981071705.53497
"Ogdhl",39810717055.3497,31622776601.6838,63095734448.0194,6309573444.80194,39810717055.3497,1995262314.96888,25118864315.0958,15848931924.6111,1e+10,19952623149.6888,1e+10,12589254117.9417,7943282347.24282,12589254117.9417
"Acat1",1e+10,2511886431.50958,6309573444.80194,7943282347.24282,1e+11,50118723362.7271,31622776601.6838,5011872336.27271,19952623149.6888,25118864315.0958,12589254117.9417,39810717055.3497,15848931924.6111,15848931924.6111
